log_level,message,Drain_cluster_id,KMeans_cluster_id,template
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:44590,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:46914,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:47373,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:44732,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:44813,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:47145,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:47623,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:47635,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:47287,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:44990,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45020,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:47767,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:47367,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45053,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:47512,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:47515,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:47931,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:47954,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:47613,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45309,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.12:48047,2,26,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:48048,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:45343,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:45392,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.13:45424,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:45439,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:48218,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:48235,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:48257,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:45532,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:48000,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:48067,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:45644,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:48426,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:45695,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:48457,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:48189,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:45745,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:48254,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:48373,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:45894,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:48394,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:48420,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:48478,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:48502,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.12:48751,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:48811,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:46083,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:48602,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.13:46110,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:46143,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:46170,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.11:48672,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.12:49076,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:46410,2,38,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:46458,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49206,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:49218,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49270,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.13:46563,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
INFO,received connection request /10.10.34.11:49095,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.12:49316,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49183,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49215,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.13:46694,2,23,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49283,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.11:49300,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
INFO,received connection request /10.10.34.11:49361,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49396,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:49598,2,22,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
WARN,interrupting sendworker,6,1,interrupting sendworker
INFO,received connection request /10.10.34.11:49480,2,20,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,send worker leaving thread,3,3,send worker leaving thread
INFO,received connection request /10.10.34.13:46922,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
INFO,received connection request /10.10.34.12:49670,2,2,received connection request /<NUM>.<NUM>.<NUM>.<NUM>:<NUM>
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,"connection broken for id 188978561024, my id = 3, error =",5,4,"connection broken for id <NUM>, my id = <NUM>, error ="
WARN,interrupting sendworker,6,1,interrupting sendworker
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
WARN,interrupted while waiting for message on queue,4,5,interrupted while waiting for message on queue
